accession	tax_id	scientific_name	base_count	last_updated	first_public	description
X54120	7245	Drosophila yakuba	2284	2006-11-14	1992-04-14	D.yakuba Adh gene for alcohol dehydrogenase and Adh-related gene
AF136661	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.48X alcohol dehydrogenase (Adh) gene, partial cds.
AF136667	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.33X alcohol dehydrogenase (Adh) gene, partial cds.
AF136668	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.21X alcohol dehydrogenase (Adh) gene, partial cds.
AF136699	40372	Drosophila americana texana	884	2005-04-15	1999-06-03	Drosophila americana texana LP97.01 alcohol dehydrogenase (Adh) gene, partial cds.
AF459763	94109	Drosophila watanabei	290	2006-11-14	2002-05-16	Drosophila watanabei alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KY002642	7227	Drosophila melanogaster	819	2017-10-13	2017-10-13	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_KL6 alcohol dehydrogenase-like gene, complete sequence.
LC057205	1660393	Drosophila sp. XT-32	836	2019-06-04	2019-06-04	Drosophila sp. XT-32 Adh gene for alcohol dehydrogenase, partial cds.
U64529	7237	Drosophila pseudoobscura	3491	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS251 allele, complete cds.
U64533	7237	Drosophila pseudoobscura	3465	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS267 allele, complete cds.
AB669834	67533	Drosophila rufa	838	2014-01-02	2014-01-02	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: EH091.
AB669882	112146	Drosophila bicornuta	838	2014-01-02	2014-01-02	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG1.
AF136694	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.11Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459753	125945	Drosophila biarmipes	290	2006-11-14	2002-05-16	Drosophila biarmipes alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459772	74550	Drosophila lini	290	2006-11-14	2002-05-16	Drosophila lini alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560573	306027	Drosophila brncici	622	2008-07-12	2008-05-01	Drosophila brncici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
U64546	7237	Drosophila pseudoobscura	3504	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS322 allele, complete cds.
U64557	7237	Drosophila pseudoobscura	3457	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS352 allele, complete cds.
AB669824	154832	Drosophila asahinai	839	2014-01-02	2014-01-02	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: TKNM1.
AB669858	137354	Drosophila barbarae	833	2014-01-02	2014-01-02	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: MMY317.
AB669864	30033	Drosophila kikkawai	832	2014-01-02	2014-01-02	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: NAHA1.
AF136682	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.47Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136688	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.33Y alcohol dehydrogenase (Adh) gene, partial cds.
L78928	7270	Drosophila mimica	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.9) alcohol dehydrogenase gene, partial cds.
AF136659	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.14X alcohol dehydrogenase (Adh) gene, partial cds.
AF459775	67534	Drosophila triauraria	290	2006-11-14	2002-05-16	Drosophila triauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY804554	129105	Drosophila santomea	759	2005-10-06	2005-10-06	Drosophila santomea strain STO.4 alcohol dehydrogenase (Adh) gene, partial cds.
U64539	7237	Drosophila pseudoobscura	3489	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS295 allele, complete cds.
U76473	7224	Drosophila hydei	897	2005-04-18	1996-11-19	Drosophila hydei strain 5 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
U76477	7224	Drosophila hydei	897	2005-04-18	1996-11-19	Drosophila hydei strain 9 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AH011594	73155	Drosophila biauraria	565	2016-04-08	2016-04-08	Drosophila biauraria strain 14028-0501.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340307	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.09Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541093	198719	Drosophila innubila	555	2005-08-24	2004-12-13	Drosophila innubila strain CH2_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY541097	198719	Drosophila innubila	555	2005-08-24	2004-12-13	Drosophila innubila strain CH3_M70 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874369	7241	Drosophila subobscura	1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 21 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB703325	7259	Drosophila tolteca	405	2012-03-18	2012-03-18	Drosophila tolteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.tolteca.
AF136651	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.1X alcohol dehydrogenase (Adh) gene, partial cds.
AF136676	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.1Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340288	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.03X alcohol dehydrogenase (Adh) gene, partial cds.
AY340299	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.05Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340303	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.09Y alcohol dehydrogenase (Adh) gene, partial cds.
LC057203	51159	Drosophila lutescens	837	2019-06-04	2019-06-04	Drosophila lutescens Adh gene for alcohol dehydrogenase, partial cds, strain: AK96-3.
AB703321	77129	Drosophila helvetica	405	2012-03-18	2012-03-18	Drosophila helvetica Adh gene for alcohol dehydrogenase, partial cds, clone: D.helvetica.
AB932669	38840	Drosophila putrida	856	2014-10-26	2014-10-26	Drosophila putrida Adh gene for alcohol dehydrogenase, partial cds, strain: E-22401.
AF476924	67532	Drosophila quadraria	405	2005-04-15	2002-04-26	Drosophila quadraria strain 14028-0651.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340296	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364497	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY874370	7241	Drosophila subobscura	1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 22 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
EF560580	306031	Drosophila pavani	626	2008-07-12	2008-05-01	Drosophila pavani pop-variant La Florida alcohol dehydrogenase (adh) gene, partial cds.
AB703317	7216	Drosophila ambigua	405	2012-03-18	2012-03-18	Drosophila ambigua Adh gene for alcohol dehydrogenase, partial cds, clone: D.ambigua.
AF136654	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.3X alcohol dehydrogenase (Adh) gene, partial cds.
AY340283	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY364510	7230	Drosophila mojavensis	879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY364515	7230	Drosophila mojavensis	879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY364519	7230	Drosophila mojavensis	879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 87 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874365	7241	Drosophila subobscura	1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 7 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY874373	7241	Drosophila subobscura	1419	2005-05-31	2005-05-31	Drosophila subobscura strain line 33 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY364494	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AB932650	133981	Drosophila cardini	833	2014-10-26	2014-10-26	Drosophila cardini Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701.
AY541089	198719	Drosophila innubila	555	2005-08-24	2004-12-13	Drosophila innubila strain CH1_M2 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY044128	98362	Drosophila ruberrima	720	2006-11-14	2002-08-06	Drosophila ruberrima alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044129	157057	Drosophila neohypocausta	747	2006-11-14	2002-08-06	Drosophila neohypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154841	7263	Drosophila arizonae	879	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY364505	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY154858	7263	Drosophila arizonae	880	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB669887	137074	Drosophila mayri	836	2014-01-02	2014-01-02	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.
AB669888	137076	Drosophila orosa	839	2014-01-02	2014-01-02	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.
AY154846	7263	Drosophila arizonae	879	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY340289	40366	Drosophila americana	852	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.
M17830	7227	Drosophila melanogaster	2722	2006-11-14	1991-07-01	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
M17832	7227	Drosophila melanogaster	2727	2006-11-14	1991-07-01	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
M17836	7227	Drosophila melanogaster	2770	2006-11-14	1991-07-01	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
AB669855	94109	Drosophila watanabei	825	2014-01-02	2014-01-02	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.
AB932645	133978	Drosophila acutilabella	845	2014-10-26	2014-10-26	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.
AY044124	88883	Drosophila kohkoa	725	2006-11-14	2002-08-06	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044125	157059	Drosophila siamana	725	2006-11-14	2002-08-06	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154840	7263	Drosophila arizonae	878	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY364508	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase-2 (Adh2) gene, complete cds.
M55545	7241	Drosophila subobscura	3980	2010-12-01	1992-04-30	Drosophila subobscura alchohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY154853	7263	Drosophila arizonae	880	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AB932647	30017	Drosophila arawakana	838	2014-10-26	2014-10-26	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.
AB194428	300357	Drosophila merina	1800	2006-02-27	2005-05-07	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045114	30047	Drosophila sturtevanti	405	2006-11-14	1998-06-02	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045120	30039	Drosophila neocordata	405	2006-11-14	1998-06-02	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154873	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AF045118	30042	Drosophila prosaltans	405	2006-11-14	1998-06-02	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154871	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY165542	47314	Drosophila novamexicana	743	2006-11-14	2003-05-01	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AY154831	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154833	7230	Drosophila mojavensis	880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154875	7230	Drosophila mojavensis	878	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194424	296643	Drosophila pseudoananassae nigrens	1779	2006-02-27	2005-05-07	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348878	47315	Drosophila auraria	667	2006-11-14	2001-04-16	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348885	137068	Drosophila subauraria	667	2006-11-14	2001-04-16	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
CK131258	7227	Drosophila melanogaster	607	2003-12-03	2003-12-03	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
CV790484	7245	Drosophila yakuba	726	2004-11-12	2004-11-12	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785893	7245	Drosophila yakuba	467	2004-11-12	2004-11-12	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.
BI628420	7227	Drosophila melanogaster	590	2001-09-11	2001-09-11	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.
BI571028	7227	Drosophila melanogaster	676	2001-09-07	2001-09-07	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571793	7227	Drosophila melanogaster	530	2001-09-07	2001-09-07	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571034	7227	Drosophila melanogaster	547	2001-09-07	2001-09-07	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
CV042948	7240	Drosophila simulans	535	2004-08-24	2004-08-24	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AY695387	133974	Drosophila caribiana	1141	2006-11-14	2006-08-01	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AA567713	7227	Drosophila melanogaster	281	2001-04-25	1997-09-11	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.
BF501656	7227	Drosophila melanogaster	371	2001-04-26	2000-12-07	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AA820792	7227	Drosophila melanogaster	587	2003-12-03	1998-02-18	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.
AF006568	7234	Drosophila persimilis	3465	2005-04-15	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY279326	29029	Drosophila eugracilis	2675	2006-11-14	2004-03-31	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
X04454	7227	Drosophila melanogaster	2369	2006-11-14	1986-11-18	Drosophila melanogaster alcohol dehydrogenase null4 allele
U64535	7237	Drosophila pseudoobscura	4594	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.
X62185	7237	Drosophila pseudoobscura	3498	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62238	7237	Drosophila pseudoobscura	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64485	7237	Drosophila pseudoobscura	3472	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60792	7270	Drosophila mimica	895	2006-11-14	1992-06-06	Drosophila mimica alcohol dehydrogenase gene, complete cds.
X62181	7237	Drosophila pseudoobscura	3494	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62188	7237	Drosophila pseudoobscura	3472	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62219	7237	Drosophila pseudoobscura	3447	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62201	7237	Drosophila pseudoobscura	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64472	7237	Drosophila pseudoobscura	3453	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64477	7237	Drosophila pseudoobscura	3506	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62213	7237	Drosophila pseudoobscura	3463	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238776	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AB026527	51159	Drosophila lutescens	840	2005-04-14	1999-10-29	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.
GQ376037	30043	Drosophila repleta	410	2009-08-03	2009-08-02	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.
AY750138	7257	Drosophila robusta	911	2006-07-20	2005-12-31	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
EU490429	508692	Drosophila endobranchia	651	2008-04-20	2008-03-11	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.
U94197	46796	Drosophila disjuncta	222	2005-04-18	1998-02-23	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.
U94198	58311	Drosophila iki	204	2005-04-18	1998-02-23	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.
X68160	7237	Drosophila pseudoobscura	3473	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)
AY006410	46800	Drosophila hemipeza	510	2005-09-26	2001-09-04	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006420	47048	Drosophila neopicta	510	2005-09-26	2001-09-04	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.
AY081441	7278	Drosophila bromeliae	289	2005-04-16	2002-08-09	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.
AY081442	30041	Drosophila polychaeta	283	2005-04-16	2002-08-09	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
AY750142	311479	Drosophila gani	911	2006-07-20	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
DQ471658	47313	Drosophila ezoana	711	2006-07-20	2006-07-20	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.
DQ471668	7244	Drosophila virilis	711	2006-07-20	2006-07-20	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631472	94112	Drosophila constricta	290	2012-01-02	2011-08-30	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.
HQ631481	186283	Drosophila parabipectinata	290	2012-01-02	2011-08-30	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.
MF908506	1486046	Drosophila subpulchrella	763	2018-08-19	2018-08-19	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.
X68166	7237	Drosophila pseudoobscura	3505	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)
AB026533	7273	Drosophila saltans	847	2005-04-14	1999-10-29	Drosophila saltans gene for alcohol dehydrogenase, partial cds.
AY006423	46830	Drosophila setosifrons	510	2005-09-26	2001-09-04	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.
AY081443	133996	Drosophila ornatipennis	277	2005-04-16	2002-08-09	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.
AY750134	311479	Drosophila gani	911	2006-07-20	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
U94194	46893	Drosophila adunca	204	2005-04-18	1998-02-23	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
X68162	7237	Drosophila pseudoobscura	3482	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)
AY081439	30031	Drosophila ornatifrons	283	2005-04-16	2002-08-09	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.
U26837	40366	Drosophila americana	950	2005-04-17	1995-06-22	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.
X68163	7237	Drosophila pseudoobscura	3489	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)
Z00033	7226	Drosophila mauritiana	1835	2005-04-18	1986-07-02	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks
U90954	57874	Drosophila sinobscura	431	2006-11-14	1997-11-14	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.
AY238772	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238774	7229	Drosophila miranda	2042	2005-04-16	2003-04-08	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AB932677	38838	Drosophila testacea	826	2015-01-14	2015-01-14	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.
AF260695	7267	Drosophila gymnobasis	506	2005-04-15	2000-09-20	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.
KM016469	7240	Drosophila simulans	478	2014-09-24	2014-09-24	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.
KM016472	7240	Drosophila simulans	480	2014-09-24	2014-09-24	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.
KM016475	7240	Drosophila simulans	479	2014-09-24	2014-09-24	Drosophila simulans isolate KY05 alcohol dehydrogenase-related gene, intron.
AB932655	7279	Drosophila falleni	810	2014-10-26	2014-10-26	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.
AB932660	198719	Drosophila innubila	776	2014-10-26	2014-10-26	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.
DQ471611	40372	Drosophila americana texana	711	2006-07-20	2006-07-20	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.
HQ232351	1052065	Drosophila hypercephala	437	2011-08-08	2011-08-08	Drosophila hypercephala isolate c2 alcohol dehydrogenase gene, partial cds.
X57362	7240	Drosophila simulans	973	2006-11-14	1991-07-17	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase
X57370	7245	Drosophila yakuba	975	2006-11-14	1991-07-17	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase
AB261131	157056	Drosophila formosana	839	2007-11-03	2007-11-03	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.
AB261137	42062	Drosophila nasuta	863	2007-11-03	2007-11-03	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.
M60991	46244	Drosophila pseudoobscura bogotana	3475	2006-11-14	1992-01-26	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.
U95259	7260	Drosophila willistoni	1172	2005-04-18	1999-01-06	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.
AB033642	7291	Drosophila albomicans	711	2006-07-17	1999-11-16	Drosophila albomicans Adh mRNA for alcohol dehydrogenase, partial cds.
AB932659	198718	Drosophila histrio	840	2015-01-14	2015-01-14	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.
AF260691	7244	Drosophila virilis	456	2005-04-15	2000-09-20	Drosophila virilis alcohol dehydrogenase-related protein gene, partial cds.
AB261134	157057	Drosophila neohypocausta	879	2007-11-03	2007-11-03	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.
